ensembl_gene_id,logFC,logCPM,F,PValue,FDR,gene_symbol,cellranger_version,pseudobulk
ENSG00000136758,0.732142061,8.744822507,920.1418442,1.70E-188,8.28E-187,YME1L1,v3,FALSE
ENSG00000179388,0.731076877,8.555374002,3954.65002,3.03E-206,1.62E-204,EGR3,v3,FALSE
ENSG00000166233,0.727248261,8.673119121,1018.055724,5.42E-159,2.14E-157,ARIH1,v3,FALSE
ENSG00000103811,0.726639076,9.002205372,1221.621747,4.97E-261,3.60E-259,CTSH,v3,FALSE
ENSG00000112378,0.726632101,9.860701389,1602.827979,0,0,PERP,v3,FALSE
ENSG00000197747,0.725154309,11.58808217,2841.547558,0,0,S100A10,v3,FALSE
ENSG00000102554,0.723006737,8.803890504,888.1660579,1.24E-191,6.13E-190,KLF5,v3,FALSE
ENSG00000167604,0.722591729,8.57731101,1973.331737,1.83E-156,7.03E-155,NFKBID,v3,FALSE
ENSG00000119411,0.722481734,8.701598619,1790.822363,2.97E-210,1.62E-208,BSPRY,v3,FALSE
ENSG00000126458,0.722160932,8.657228337,1040.113438,1.67E-154,6.26E-153,RRAS,v3,FALSE
ENSG00000143321,0.720931257,9.106751212,1188.24247,3.99E-254,2.82E-252,HDGF,v3,FALSE
ENSG00000137309,0.720762263,8.888745808,975.0636024,8.24E-210,4.49E-208,HMGA1,v3,FALSE
ENSG00000124253,0.719499701,8.55828215,4621.991306,2.78E-300,2.40E-298,PCK1,v3,FALSE
ENSG00000078808,0.71877905,8.871730658,1019.572331,4.28E-219,2.46E-217,SDF4,v3,FALSE
ENSG00000196428,0.71861955,8.665827993,998.5684487,1.43E-141,4.84E-140,TSC22D2,v3,FALSE
ENSG00000169245,0.716543844,8.699053842,825.1355274,2.09E-178,9.43E-177,CXCL10,v3,FALSE
ENSG00000105519,0.715497616,8.646589614,1135.742797,1.88E-169,8.03E-168,CAPS,v3,FALSE
ENSG00000145592,0.711616911,11.33540086,2342.692355,0,0,RPL37,v3,FALSE
ENSG00000175197,0.711429562,8.721421696,738.7780897,3.13E-160,1.25E-158,DDIT3,v3,FALSE
ENSG00000197756,0.710896727,11.89221441,3092.090737,0,0,RPL37A,v3,FALSE
ENSG00000160213,0.710236674,11.24372212,1505.111209,2.73747e-319,2.56164e-317,CSTB,v3,FALSE
ENSG00000076604,0.710083872,8.700387649,941.0996902,1.85E-157,7.21E-156,TRAF4,v3,FALSE
ENSG00000158710,0.710083634,9.791242898,1921.271816,0,0,TAGLN2,v3,FALSE
ENSG00000159140,0.709667789,9.426596436,1190.676724,1.25E-254,8.87E-253,SON,v3,FALSE
ENSG00000115963,0.708882188,8.87485232,792.9353629,1.22E-171,5.26E-170,RND3,v3,FALSE
ENSG00000189334,0.708082169,9.523582219,950.1164404,1.34E-204,7.09E-203,S100A14,v3,FALSE
ENSG00000147804,0.706549686,8.675882778,1268.639979,1.79E-186,8.56E-185,SLC39A4,v3,FALSE
ENSG00000214530,0.705201925,8.687241029,1017.103476,2.11E-183,9.83E-182,STARD10,v3,FALSE
ENSG00000188486,0.700594353,8.627344739,1195.544232,1.43E-152,5.28E-151,H2AFX,v3,FALSE
ENSG00000144136,0.700318315,8.632841492,1059.01484,1.43E-138,4.72E-137,SLC20A1,v3,FALSE
ENSG00000198576,0.700243178,8.556536864,4375.828848,1.39E-215,7.73E-214,ARC,v3,FALSE
ENSG00000197061,0.700051469,9.870423683,638.9261765,3.96E-139,1.31E-137,HIST1H4C,v3,FALSE
ENSG00000198727,0.69969966,11.69583036,1512.543284,8.295e-321,7.80006e-319,CYTB,v3,FALSE
ENSG00000143761,0.699170055,9.565916891,1645.202816,0,0,ARF1,v3,FALSE
ENSG00000176973,0.69886435,8.677184924,992.9917354,1.18E-161,4.73E-160,FAM89B,v3,FALSE
ENSG00000112245,0.698410356,8.731000109,867.9686084,2.70E-163,1.10E-161,PTP4A1,v3,FALSE
ENSG00000134438,0.697847812,8.618349969,1940.687175,8.42E-166,3.52E-164,RAX,v3,FALSE
ENSG00000104549,0.695758969,9.0937905,869.6447251,9.44E-188,4.56E-186,SQLE,v3,FALSE
ENSG00000215845,0.69559754,9.343003527,1314.016218,4.32E-280,3.43E-278,TSTD1,v3,FALSE
ENSG00000130725,0.693725243,8.730332649,956.2370534,4.16E-201,2.18E-199,UBE2M,v3,FALSE
ENSG00000125753,0.692204325,9.146488131,1084.647831,1.22E-232,7.67E-231,VASP,v3,FALSE
ENSG00000272398,0.69204465,10.70316315,1580.690983,0,0,CD24,v3,FALSE
ENSG00000138772,0.692025436,8.896456643,1721.541226,2.74E-272,2.11E-270,ANXA3,v3,FALSE
ENSG00000138028,0.691663,8.595443989,1706.921314,1.42E-154,5.35E-153,CGREF1,v3,FALSE
ENSG00000168003,0.690023591,8.88643004,746.2385317,8.37E-162,3.36E-160,SLC3A2,v3,FALSE
ENSG00000099385,0.689191457,8.889253056,936.8990833,7.77E-202,4.08E-200,BCL7C,v3,FALSE
ENSG00000216490,0.68868594,8.557390758,3661.968027,1.75E-190,8.63E-189,IFI30,v3,FALSE
ENSG00000117984,0.68833137,8.912046224,872.0311206,2.98E-188,1.45E-186,CTSD,v3,FALSE
ENSG00000011198,0.687644472,8.706714054,1001.021591,1.28E-165,5.35E-164,ABHD5,v3,FALSE
ENSG00000141934,0.686020379,8.889132916,963.6670307,1.98E-207,1.06E-205,PLPP2,v3,FALSE
ENSG00000198604,0.685991714,8.846576283,840.7701609,1.08E-181,4.98E-180,BAZ1A,v3,FALSE
ENSG00000116871,0.685398447,8.693377874,868.4122666,1.92E-148,6.79E-147,MAP7D1,v3,FALSE
ENSG00000176407,0.68501844,8.781211236,866.8827584,3.58E-187,1.73E-185,KCMF1,v3,FALSE
ENSG00000277443,0.68469476,9.084374524,953.1718707,3.08E-205,1.64E-203,MARCKS,v3,FALSE
ENSG00000162366,0.684105961,9.193888955,1176.662869,9.95E-252,6.89E-250,PDZK1IP1,v3,FALSE
ENSG00000105722,0.683043012,8.701889523,942.8879698,5.27E-147,1.86E-145,ERF,v3,FALSE
ENSG00000226742,0.681842716,8.985454744,1041.541719,1.13E-223,6.79E-222,HSBP1L1,v3,FALSE
ENSG00000160446,0.681074036,8.694657663,1066.764348,1.51E-193,7.56E-192,ZDHHC12,v3,FALSE
ENSG00000132507,0.680987839,9.039315309,1022.771394,9.22E-220,5.34E-218,EIF5A,v3,FALSE
ENSG00000120438,0.680785127,9.128746586,1008.29007,9.62E-217,5.43E-215,TCP1,v3,FALSE
ENSG00000026025,0.677946952,10.56006472,873.8602911,1.23E-188,6.02E-187,VIM,v3,FALSE
ENSG00000196754,0.677811824,8.72267334,658.4864077,2.86E-143,9.86E-142,S100A2,v3,FALSE
ENSG00000089356,0.67744116,9.448763824,901.2956946,2.20E-194,1.11E-192,FXYD3,v3,FALSE
ENSG00000103260,0.674537333,8.679531361,947.932695,5.93E-187,2.84E-185,METRN,v3,FALSE
ENSG00000167565,0.674093918,8.719197433,831.6592486,4.67E-146,1.64E-144,SERTAD3,v3,FALSE
ENSG00000172354,0.673674451,9.152081453,1132.096754,1.72E-242,1.13E-240,GNB2,v3,FALSE
ENSG00000134905,0.67346974,8.707541662,1122.822824,2.69E-190,1.32E-188,CARS2,v3,FALSE
ENSG00000164897,0.673180627,8.694861613,946.7620037,3.76E-164,1.54E-162,TMUB1,v3,FALSE
ENSG00000267795,0.672845571,8.629916506,1856.066243,7.05E-156,2.68E-154,SMIM22,v3,FALSE
ENSG00000251562,0.671961495,15.21152914,2123.555322,0,0,MALAT1,v3,FALSE
ENSG00000164924,0.670051027,9.536513243,1419.080838,1.11E-301,9.68E-300,YWHAZ,v3,FALSE
ENSG00000144381,0.669804316,9.688719909,1207.841311,3.51E-258,2.51E-256,HSPD1,v3,FALSE
ENSG00000149257,0.668730282,8.941439155,762.9648495,2.50E-165,1.04E-163,SERPINH1,v3,FALSE
ENSG00000175315,0.668714757,8.606790927,1692.007413,3.60E-149,1.28E-147,CST6,v3,FALSE
ENSG00000143862,0.668670026,8.640609413,989.0818726,7.57E-138,2.48E-136,ARL8A,v3,FALSE
ENSG00000123975,0.668223606,9.126814551,668.8996687,1.79E-145,6.25E-144,CKS2,v3,FALSE
ENSG00000149806,0.667875996,10.61106142,3377.65148,0,0,FAU,v3,FALSE
ENSG00000198888,0.66730468,11.75602743,1604.28153,0,0,ND1,v3,FALSE
ENSG00000177989,0.666704072,8.649804788,1170.946366,2.04E-160,8.12E-159,ODF3B,v3,FALSE
ENSG00000180354,0.666240801,8.710196969,833.6844655,1.22E-158,4.78E-157,MTURN,v3,FALSE
ENSG00000240541,0.666124825,8.587160278,1321.585638,3.72E-121,1.06E-119,TM4SF1-AS1,v3,FALSE
ENSG00000160714,0.666065445,8.722496417,847.7345357,2.95E-157,1.15E-155,UBE2Q1,v3,FALSE
ENSG00000127824,0.665580734,8.854069434,765.4544425,7.47E-166,3.14E-164,TUBA4A,v3,FALSE
ENSG00000111011,0.665382158,8.941209779,814.3125563,3.91E-176,1.73E-174,RSRC2,v3,FALSE
ENSG00000141582,0.665207983,8.587791838,1556.52694,1.01E-142,3.45E-141,CBX4,v3,FALSE
ENSG00000131871,0.663426962,9.191090852,1041.63621,1.08E-223,6.51E-222,SELENOS,v3,FALSE
ENSG00000213741,0.663236905,10.72581215,1681.374905,0,0,RPS29,v3,FALSE
ENSG00000105880,0.662234922,8.757599982,611.6694751,1.27E-132,4.04E-131,DLX5,v3,FALSE
ENSG00000113811,0.661527077,9.005827432,880.7165634,4.50E-190,2.21E-188,SELENOK,v3,FALSE
ENSG00000172809,0.661136305,11.12860031,2191.480665,0,0,RPL38,v3,FALSE
ENSG00000123395,0.660507828,8.747490882,791.7599202,9.30E-150,3.33E-148,ATG101,v3,FALSE
ENSG00000122490,0.660281565,8.67138668,856.7193115,1.90E-136,6.20E-135,PQLC1,v3,FALSE
ENSG00000167157,0.659825641,8.591975044,1280.915829,1.20E-127,3.68E-126,PRRX2,v3,FALSE
ENSG00000102243,0.659427338,8.650641976,1656.149121,1.20E-153,4.49E-152,VGLL1,v3,FALSE
ENSG00000167552,0.657384762,9.512299139,820.1136975,2.36E-177,1.05E-175,TUBA1A,v3,FALSE
ENSG00000115541,0.657362337,10.19230013,1590.070373,0,0,HSPE1,v3,FALSE
ENSG00000112305,0.656009572,8.733538095,835.6801815,4.50E-177,1.99E-175,SMAP1,v3,FALSE
ENSG00000099804,0.65452377,8.619154427,1108.945257,2.20E-135,7.11E-134,CDC34,v3,FALSE
ENSG00000133112,0.654022208,10.8330868,2633.357217,0,0,TPT1,v3,FALSE
ENSG00000059728,0.653820414,8.566806527,1922.803732,2.83E-136,9.20E-135,MXD1,v3,FALSE
ENSG00000233016,0.652180287,8.77379139,844.7454211,1.59E-182,7.38E-181,SNHG7,v3,FALSE
ENSG00000282988,0.651909553,8.611047129,1143.177813,2.00E-141,6.75E-140,NA,v3,FALSE
ENSG00000123159,0.651380126,8.909461999,830.5481022,1.52E-179,6.90E-178,GIPC1,v3,FALSE
ENSG00000170684,0.651194108,8.600327395,1259.03634,1.44E-133,4.60E-132,ZNF296,v3,FALSE
ENSG00000143653,0.650316747,9.610596731,1555.526764,0,0,SCCPDH,v3,FALSE
ENSG00000111348,0.649580947,9.016752862,1873.390727,3.5e-323,3.286e-321,ARHGDIB,v3,FALSE
ENSG00000167969,0.648731781,8.780118338,797.1778226,1.57E-172,6.82E-171,ECI1,v3,FALSE
ENSG00000130545,0.648330377,8.640060807,1400.845643,8.89E-150,3.19E-148,CRB3,v3,FALSE
ENSG00000197070,0.648192679,8.662839983,1151.744486,4.27E-155,1.62E-153,ARRDC1,v3,FALSE
ENSG00000109814,0.646477661,8.624128733,907.013632,8.71E-112,2.28E-110,UGDH,v3,FALSE
ENSG00000138166,0.644639066,8.543418574,4120.157709,1.82E-173,7.95E-172,DUSP5,v3,FALSE
ENSG00000170293,0.644565888,8.641068777,1314.09068,4.52E-141,1.52E-139,CMTM8,v3,FALSE
ENSG00000179604,0.643671585,8.862001781,780.5223638,5.02E-169,2.13E-167,CDC42EP4,v3,FALSE
ENSG00000147535,0.642349645,8.863394552,1035.630986,1.93E-222,1.14E-220,PLPP5,v3,FALSE
ENSG00000125691,0.641268885,10.28408102,2124.110656,0,0,RPL23,v3,FALSE
ENSG00000188095,0.641268161,8.619648448,1579.22306,7.71E-147,2.71E-145,MESP2,v3,FALSE
ENSG00000162444,0.640784408,8.710777401,969.2183667,3.75E-177,1.67E-175,RBP7,v3,FALSE
ENSG00000158201,0.638165847,8.612694899,1010.476833,1.23E-110,3.18E-109,ABHD3,v3,FALSE
ENSG00000171621,0.637988666,8.647576067,854.6329918,3.60E-124,1.05E-122,SPSB1,v3,FALSE
ENSG00000181885,0.637742443,8.822996347,1149.458138,2.69E-208,1.45E-206,CLDN7,v3,FALSE
ENSG00000173726,0.634079364,9.305722131,1117.850298,1.55E-239,1.00E-237,TOMM20,v3,FALSE
ENSG00000113070,0.632678318,8.555654418,3162.343852,6.07E-165,2.50E-163,HBEGF,v3,FALSE
ENSG00000112306,0.632240031,12.12814967,3262.162335,0,0,RPS12,v3,FALSE
ENSG00000168994,0.629750433,8.647215323,777.0493916,4.69E-113,1.24E-111,PXDC1,v3,FALSE
ENSG00000067064,0.628375737,8.798740924,698.2997093,1.09E-151,4.02E-150,IDI1,v3,FALSE
ENSG00000151882,0.627473147,8.851038244,1449.728204,1.05E-215,5.90E-214,CCL28,v3,FALSE
ENSG00000169583,0.627136483,8.821182183,617.2413207,1.56E-134,5.01E-133,CLIC3,v3,FALSE
ENSG00000148908,0.626245361,8.931526387,844.4299333,1.84E-182,8.55E-181,RGS10,v3,FALSE
ENSG00000103485,0.625525989,8.742837402,1328.009274,1.13E-177,5.07E-176,QPRT,v3,FALSE
ENSG00000176978,0.625437501,8.799287382,752.3985292,4.21E-163,1.70E-161,DPP7,v3,FALSE
ENSG00000185499,0.625037973,8.612772796,1384.893635,3.94E-128,1.21E-126,MUC1,v3,FALSE
ENSG00000162078,0.624711551,8.613464395,1572.857347,4.50E-131,1.41E-129,ZG16B,v3,FALSE
ENSG00000197766,0.62375869,8.728287712,761.609078,4.82E-165,1.99E-163,CFD,v3,FALSE
ENSG00000115419,0.623176989,8.757643094,649.5174762,3.00E-126,9.02E-125,GLS,v3,FALSE
ENSG00000110955,0.623151137,9.164384023,913.574116,5.90E-197,3.01E-195,ATP5F1B,v3,FALSE
ENSG00000105849,0.623094954,8.865932456,693.4367161,1.17E-150,4.23E-149,TWISTNB,v3,FALSE
ENSG00000178053,0.622679148,8.681634347,796.2397622,8.49E-122,2.43E-120,MLF1,v3,FALSE
ENSG00000156976,0.622192011,9.344896521,854.6426846,1.32E-184,6.20E-183,EIF4A2,v3,FALSE
ENSG00000034152,0.621164327,8.639631504,831.849391,1.57E-108,3.95E-107,MAP2K3,v3,FALSE
ENSG00000163463,0.620696752,8.867801608,724.0935545,3.92E-157,1.52E-155,KRTCAP2,v3,FALSE
ENSG00000166337,0.620027826,8.610182926,1021.065007,5.68E-119,1.59E-117,TAF10,v3,FALSE
ENSG00000006756,0.619894971,8.788587458,792.7308394,1.35E-171,5.80E-170,ARSD,v3,FALSE
ENSG00000132510,0.619168364,8.594002075,1134.956087,2.29E-108,5.73E-107,KDM6B,v3,FALSE
ENSG00000105993,0.618912335,9.279347319,925.7553135,1.67E-199,8.65E-198,DNAJB6,v3,FALSE
ENSG00000121966,0.61889463,8.783315453,632.1764192,1.06E-137,3.48E-136,CXCR4,v3,FALSE
ENSG00000178531,0.618305126,8.565156571,1985.855758,2.00E-125,5.95E-124,CTXN1,v3,FALSE
ENSG00000135926,0.617348413,8.727681566,662.4288574,9.69E-127,2.92E-125,TMBIM1,v3,FALSE
ENSG00000174307,0.616347087,8.743094529,648.6684606,3.27E-132,1.03E-130,PHLDA3,v3,FALSE
ENSG00000198899,0.615872902,12.16278909,1362.757621,4.06E-290,3.38E-288,ATP6,v3,FALSE
ENSG00000078369,0.615272706,8.796254346,730.4673469,1.77E-158,6.95E-157,GNB1,v3,FALSE
ENSG00000143556,0.615130708,8.585125446,795.2071373,7.73E-166,3.24E-164,S100A7,v3,FALSE
ENSG00000167754,0.614960189,8.609846342,1375.997633,5.22E-126,1.56E-124,KLK5,v3,FALSE
ENSG00000273702,0.613672433,8.588527244,1113.48585,4.40E-108,1.10E-106,NA,v3,FALSE
ENSG00000108654,0.613562073,9.71926481,1169.823118,2.60E-250,1.77E-248,DDX5,v3,FALSE
ENSG00000164543,0.613440122,8.674377806,699.432744,5.21E-112,1.37E-110,STK17A,v3,FALSE
ENSG00000162576,0.612938861,8.607024339,1430.734988,5.78E-117,1.59E-115,MXRA8,v3,FALSE
ENSG00000147676,0.61201716,8.705011513,806.6048648,2.93E-151,1.07E-149,MAL2,v3,FALSE
ENSG00000166012,0.611897602,8.867252828,645.9304223,1.30E-140,4.36E-139,TAF1D,v3,FALSE
ENSG00000122359,0.611424457,8.726843165,807.1103331,7.01E-156,2.67E-154,ANXA11,v3,FALSE
ENSG00000159335,0.610370531,9.500012521,1013.088179,9.61E-218,5.44E-216,PTMS,v3,FALSE
ENSG00000182240,0.60984271,8.793058752,730.0219358,2.20E-158,8.60E-157,BACE2,v3,FALSE
ENSG00000096384,0.609838727,10.64889238,1636.847752,0,0,HSP90AB1,v3,FALSE
ENSG00000167799,0.60976439,8.6398417,1054.544654,1.92E-133,6.12E-132,NUDT8,v3,FALSE
ENSG00000137673,0.609655277,9.0339089,373.5159613,1.39E-82,2.58E-81,MMP7,v3,FALSE
ENSG00000169750,0.609342108,8.794385422,703.4516095,8.95E-153,3.31E-151,RAC3,v3,FALSE
ENSG00000269821,0.609248853,9.506453694,745.4410901,1.23E-161,4.93E-160,KCNQ1OT1,v3,FALSE
ENSG00000205155,0.608789309,8.845980319,695.2812668,4.75E-151,1.73E-149,PSENEN,v3,FALSE
ENSG00000119888,0.60771155,8.999761076,842.5659614,4.54E-182,2.09E-180,EPCAM,v3,FALSE
ENSG00000223573,0.607679912,8.692664961,804.2678066,2.77E-139,9.18E-138,TINCR,v3,FALSE
ENSG00000166226,0.607521839,8.892726701,714.1613731,4.89E-155,1.85E-153,CCT2,v3,FALSE
ENSG00000130487,0.60731874,8.564340111,2501.103937,2.82E-128,8.67E-127,KLHDC7B,v3,FALSE
ENSG00000196141,0.607037358,8.682870676,809.5909616,4.65E-157,1.80E-155,SPATS2L,v3,FALSE
ENSG00000099282,0.607011909,8.697717061,1322.940459,4.75E-143,1.63E-141,TSPAN15,v3,FALSE
ENSG00000236081,0.606823947,8.589710936,831.1948949,1.66E-122,4.79E-121,ELFN1-AS1,v3,FALSE
ENSG00000131051,0.606025799,9.511158067,1098.364225,1.73E-235,1.10E-233,RBM39,v3,FALSE
ENSG00000119862,0.605784766,8.621394948,844.6423817,1.41E-110,3.65E-109,LGALSL,v3,FALSE
ENSG00000090520,0.605726448,8.840761505,659.3019133,1.92E-143,6.64E-142,DNAJB11,v3,FALSE
ENSG00000188976,0.605162615,8.91394944,704.7275719,4.80E-153,1.79E-151,NOC2L,v3,FALSE
ENSG00000106635,0.603680665,8.691423428,727.9771183,3.56E-124,1.04E-122,BCL7B,v3,FALSE
ENSG00000139372,0.603642339,8.730662045,679.3790372,4.21E-129,1.30E-127,TDG,v3,FALSE
ENSG00000159166,0.603602223,8.715250915,702.1387908,1.65E-134,5.30E-133,LAD1,v3,FALSE
ENSG00000014216,0.602729105,8.675100963,826.4501094,1.49E-127,4.53E-126,CAPN1,v3,FALSE
ENSG00000135480,0.602546026,9.354864406,734.2255008,2.86E-159,1.13E-157,KRT7,v3,FALSE
ENSG00000156508,0.602409301,11.93460568,2922.730738,0,0,EEF1A1,v3,FALSE
ENSG00000130402,0.602044859,9.155272787,781.416448,3.25E-169,1.38E-167,ACTN4,v3,FALSE
ENSG00000272009,0.601713701,8.612130838,925.1722337,2.88E-110,7.41E-109,LOC102724889,v3,FALSE
ENSG00000165476,0.601704292,8.935244082,822.0738307,9.15E-178,4.11E-176,REEP3,v3,FALSE
ENSG00000183087,0.601192701,8.882964205,675.0976245,8.76E-147,3.07E-145,GAS6,v3,FALSE
ENSG00000182481,0.601107554,9.108252844,545.2877779,2.95E-119,8.30E-118,KPNA2,v3,FALSE
ENSG00000183684,0.600905817,8.624119992,854.0073764,2.59E-108,6.48E-107,ALYREF,v3,FALSE
ENSG00000116560,0.600080475,9.166033622,781.8226475,2.67E-169,1.14E-167,SFPQ,v3,FALSE
ENSG00000174749,0.599926627,8.650753659,1519.423342,1.20E-135,3.88E-134,FAM241A,v3,FALSE
ENSG00000116251,0.599861322,10.72033312,2446.35092,0,0,RPL22,v3,FALSE
ENSG00000156711,0.599774958,8.715427242,1256.926519,5.95E-154,2.23E-152,MAPK13,v3,FALSE
ENSG00000214026,0.599738659,8.681477787,761.3428562,1.76E-124,5.20E-123,MRPL23,v3,FALSE
ENSG00000166823,0.599567753,8.960989196,663.6755601,2.28E-144,7.92E-143,MESP1,v3,FALSE
ENSG00000154380,0.599212131,9.052589398,718.3249298,6.46E-156,2.47E-154,ENAH,v3,FALSE
ENSG00000109736,0.599158254,8.673490313,769.6136285,4.94E-129,1.53E-127,MFSD10,v3,FALSE
ENSG00000161921,0.599030934,8.817149893,814.0222644,4.52E-176,1.99E-174,CXCL16,v3,FALSE
ENSG00000163218,0.598935678,8.637203227,1408.268942,5.20E-129,1.61E-127,PGLYRP4,v3,FALSE
ENSG00000183864,0.598459478,8.736922852,664.2419199,1.29E-124,3.82E-123,TOB2,v3,FALSE
ENSG00000123933,0.598100723,8.640049517,795.7094417,8.67E-118,2.40E-116,MXD4,v3,FALSE
ENSG00000147813,0.597466346,8.63194812,1413.251292,7.73E-118,2.15E-116,NAPRT,v3,FALSE
ENSG00000169895,0.596635861,9.083275734,800.9742302,2.49E-173,1.09E-171,SYAP1,v3,FALSE
ENSG00000196449,0.596519219,8.630387313,823.5925255,4.24E-106,1.03E-104,YRDC,v3,FALSE
ENSG00000135912,0.595576031,8.684747595,723.0398071,3.85E-120,1.09E-118,TTLL4,v3,FALSE
ENSG00000132326,0.595533092,8.604577984,917.6782141,3.03E-94,6.63E-93,PER2,v3,FALSE
ENSG00000124102,0.595385926,8.602955887,710.273963,5.82E-107,1.43E-105,PI3,v3,FALSE
ENSG00000122566,0.595334742,9.870626596,1276.66505,2.15E-272,1.66E-270,HNRNPA2B1,v3,FALSE
ENSG00000178718,0.595285937,8.628996572,1390.327486,8.36E-128,2.55E-126,RPP25,v3,FALSE
ENSG00000177410,0.594132823,9.846654357,1016.263076,2.09E-218,1.19E-216,ZFAS1,v3,FALSE
ENSG00000167553,0.592598045,8.905397661,633.8917976,4.61E-138,1.52E-136,TUBA1C,v3,FALSE
ENSG00000198900,0.590599384,8.843824607,645.7350609,1.43E-140,4.79E-139,TOP1,v3,FALSE
ENSG00000111341,0.590340428,11.6993849,704.6443696,5.00E-153,1.86E-151,MGP,v3,FALSE
ENSG00000003402,0.589959107,8.75847159,662.0908034,4.94E-144,1.71E-142,CFLAR,v3,FALSE
ENSG00000100591,0.589920219,8.755437709,639.6252785,9.87E-131,3.07E-129,AHSA1,v3,FALSE
ENSG00000109205,0.589143728,9.89316909,448.2544696,1.31E-96,2.93E-95,ODAM,v3,FALSE
ENSG00000198142,0.58879158,8.614521513,821.7684888,9.67E-95,2.12E-93,SOWAHC,v3,FALSE
ENSG00000103254,0.588709399,8.761112811,730.464264,1.77E-158,6.95E-157,FAM173A,v3,FALSE
ENSG00000116741,0.588379503,8.852865412,496.7839171,6.24E-109,1.58E-107,RGS2,v3,FALSE
ENSG00000160813,0.587862391,8.762128273,704.0456854,6.69E-153,2.48E-151,PPP1R35,v3,FALSE
ENSG00000170458,0.587559072,8.605925413,1217.292246,1.20E-101,2.78E-100,CD14,v3,FALSE
ENSG00000075618,0.587248715,9.123448355,731.6444051,1.00E-158,3.94E-157,FSCN1,v3,FALSE
ENSG00000135269,0.586869317,8.727968391,607.5587485,9.16E-115,2.47E-113,TES,v3,FALSE
ENSG00000092758,0.586336803,9.116390299,545.9354074,2.15E-119,6.05E-118,COL9A3,v3,FALSE
ENSG00000143322,0.586322371,8.660432652,630.5873544,2.98E-95,6.58E-94,ABL2,v3,FALSE
ENSG00000105427,0.585344725,8.803208611,695.8803139,3.55E-151,1.29E-149,CNFN,v3,FALSE
ENSG00000074416,0.585313631,8.617634851,873.7268296,2.24E-111,5.84E-110,MGLL,v3,FALSE
ENSG00000111846,0.585263257,8.614866299,864.6592823,3.16E-101,7.28E-100,GCNT2,v3,FALSE
ENSG00000130656,-0.641842232,8.54033437,4905.379042,8.32E-199,4.29E-197,HBZ,v3,FALSE
ENSG00000108821,-0.68091972,9.172471278,389.1322677,6.24E-86,1.22E-84,COL1A1,v3,FALSE
ENSG00000119630,-0.705039424,8.891732279,617.3095689,1.51E-134,4.85E-133,PGF,v3,FALSE
ENSG00000223609,-1.291253675,8.572422167,7691.207064,0,0,HBD,v3,FALSE
ENSG00000244734,-1.470873396,8.603749538,5399.569729,0,0,HBB,v3,FALSE
